Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type,Soil_Type,Wilderness_Area,Hillshade
8648,3247,167,6,532,137,1641,2366,1,31,3,3pm
8649,2821,152,5,0,0,1965,2473,5,17,3,9am
8650,2820,173,6,30,0,1969,2455,5,17,3,Noon
8651,2820,180,8,30,3,1973,2438,5,17,3,3pm
8652,2807,158,12,42,5,2008,2341,5,26,3,9am
8653,2797,165,3,30,0,2012,2282,5,17,3,Noon
8654,2796,212,9,437,39,1909,2014,5,17,3,3pm
8655,2821,312,20,484,64,1896,2010,5,17,3,9am
8656,2632,339,18,120,21,1994,2601,6,24,3,Noon
8657,2655,328,27,150,44,1879,2619,6,10,3,3pm
8658,2679,358,21,247,72,1594,2687,6,10,3,9am
8659,2815,183,16,228,51,1690,1240,5,13,3,Noon
8660,2774,164,37,60,26,1988,999,5,13,3,3pm
8661,2757,149,22,30,6,2167,872,2,13,3,9am
8662,2820,257,15,127,23,2496,702,2,13,3,Noon
8663,2900,265,28,300,78,2706,661,2,13,3,3pm
8664,3208,5,11,0,0,1321,511,1,21,3,9am
8665,3243,180,7,524,133,1613,2385,1,31,3,Noon
8666,2817,135,4,0,0,1939,2480,5,17,3,3pm
8667,2815,163,6,0,0,1948,2446,5,17,3,9am
8668,2808,278,20,430,47,1872,2041,5,17,3,Noon
8669,2881,246,11,503,176,1860,2046,5,13,3,3pm
8670,2697,15,24,270,93,1641,2642,6,10,3,9am
8671,2805,189,10,190,41,1723,1231,5,13,3,Noon
8672,2801,138,22,108,52,1812,1158,5,13,3,3pm
8673,3177,239,1,335,24,1597,272,1,23,3,9am
8674,3232,116,12,134,12,1729,1917,1,32,3,Noon
8675,3239,100,7,255,85,3462,721,1,32,3,3pm
8676,2810,101,9,30,-3,1930,2439,5,17,3,9am
8677,2809,207,18,175,31,1920,2202,2,26,3,Noon
8678,2787,232,12,379,26,1850,2073,5,17,3,3pm
8679,2651,119,19,30,9,2239,2523,6,4,3,9am
8680,2640,1,12,0,0,2274,2521,6,17,3,Noon
8681,2655,337,27,180,44,1979,2542,6,24,3,3pm
8682,2685,333,32,201,74,1863,2560,6,10,3,9am
8683,3063,312,13,570,66,2697,1153,1,32,3,Noon
8684,3370,68,5,481,48,1230,2431,7,32,3,3pm
8685,3226,190,22,201,76,2509,1134,1,33,3,9am
8686,3191,41,14,210,37,3207,865,1,32,3,Noon
8687,3325,311,20,1041,215,1470,2854,1,31,3,3pm
8688,3196,67,7,573,115,1440,3475,1,33,3,9am
8689,2795,141,3,0,0,1914,2335,5,17,3,Noon
8690,2794,163,6,30,-2,1909,2322,5,17,3,3pm
8691,2835,194,20,182,57,1891,2168,2,13,3,9am
8692,2881,243,11,443,142,1801,2102,5,13,3,Noon
8693,2665,324,18,85,33,2265,2490,6,10,3,3pm
8694,2669,29,12,108,39,2236,2491,6,10,3,9am
8695,2717,337,28,256,106,1797,2542,6,10,3,Noon
8696,3325,349,20,342,62,1168,708,1,38,1,3pm
8697,3200,25,25,395,124,966,966,1,22,1,9am
8698,3192,324,8,351,19,1577,127,1,23,3,Noon
8699,3374,62,4,488,35,1260,2407,7,32,3,3pm
8700,3264,205,15,551,170,3322,721,1,32,3,9am
8701,2820,27,11,90,1,1854,2538,2,26,3,Noon
8702,2795,90,6,0,0,1884,2362,5,17,3,3pm
8703,2869,168,22,430,164,1770,2133,5,4,3,9am
8704,2675,38,15,127,43,2230,2461,6,10,3,Noon
8705,2707,331,29,247,96,1878,2496,6,10,3,3pm
8706,3319,346,19,255,29,1253,828,1,38,1,9am
8707,3368,88,6,450,46,1291,2471,7,32,3,Noon
8708,3168,184,22,30,11,2248,1441,1,23,3,3pm
8709,3211,193,30,256,80,2724,1019,1,33,3,9am
8710,2930,21,19,437,49,1848,3055,2,33,3,Noon
8711,2825,29,11,120,6,1825,2563,2,26,3,3pm
8712,2779,251,16,295,25,1761,2163,5,17,3,9am
8713,2843,224,22,362,104,1744,2160,5,13,3,Noon
8714,2851,212,23,376,112,1742,2161,5,13,3,3pm
8715,2655,145,12,30,3,2080,2445,6,17,3,9am
8716,2651,133,8,30,3,2097,2442,6,17,3,Noon
8717,2668,349,17,242,35,2106,2437,6,24,3,3pm
8718,3227,31,24,454,151,912,1003,1,22,1,9am
8719,2894,73,13,402,48,1779,2912,2,26,3,Noon
8720,2805,259,27,300,58,1723,2191,5,13,3,3pm
8721,2843,189,24,366,116,1711,2192,5,4,3,9am
8722,2688,146,12,108,19,1855,2379,2,10,3,Noon
8723,2654,342,15,30,6,2106,2407,6,10,3,3pm
8724,2678,45,24,192,45,2178,2402,6,10,3,9am
8725,3075,263,11,618,4,2713,1106,1,32,3,Noon
8726,3191,198,9,430,18,1651,190,1,23,3,3pm
8727,3372,82,7,481,50,1350,2454,7,32,3,9am
8728,3363,90,4,391,41,1348,2542,7,38,3,Noon
8729,3186,97,17,331,32,3099,999,2,32,3,3pm
8730,3033,153,4,30,0,2624,1368,2,23,3,9am
8731,3186,159,13,362,6,1996,1919,1,33,3,Noon
8732,2813,248,19,285,74,1690,2220,5,13,3,3pm
8733,2827,192,18,324,100,1682,2221,5,4,3,9am
8734,2651,313,8,30,0,2047,2382,6,10,3,Noon
8735,2699,335,21,330,88,2001,2385,6,10,3,3pm
8736,2746,314,18,342,135,1830,2412,6,10,3,9am
8737,3262,27,12,577,186,779,895,1,22,1,Noon
8738,3253,7,11,124,25,1533,853,1,38,3,3pm
8739,3102,254,31,210,71,2380,1606,2,33,3,9am
8740,2862,36,11,277,43,1711,2773,2,26,3,Noon
8741,2780,50,8,42,5,1753,2435,5,26,3,3pm
8742,2800,261,23,247,61,1663,2251,5,13,3,9am
8743,2670,317,21,67,19,2058,2347,6,10,3,Noon
8744,2679,319,23,85,27,2076,2345,6,10,3,3pm
8745,2710,47,22,212,66,2184,2341,6,10,3,9am
8746,2694,339,20,277,61,2100,2345,6,10,3,Noon
8747,2698,342,20,297,66,2072,2347,6,10,3,3pm
8748,2743,305,20,365,132,1852,2377,6,10,3,9am
8749,3042,228,7,459,96,3072,1065,2,32,3,Noon
8750,2779,333,2,30,2,1711,2410,5,17,3,3pm
8751,2785,265,24,212,46,1638,2282,5,13,3,9am
8752,2808,253,17,228,81,1630,2280,5,13,3,Noon
8753,2815,231,10,242,88,1627,2280,5,13,3,3pm
8754,2697,316,20,124,45,2071,2313,6,10,3,9am
8755,2705,316,19,134,57,2090,2312,6,10,3,Noon
8756,2734,324,18,390,123,1895,2338,6,10,3,3pm
8757,3237,339,20,362,36,1630,450,1,31,3,9am
8758,3375,104,4,524,53,1440,2445,7,32,3,Noon
8759,3181,154,31,418,110,3526,908,2,33,3,3pm
8760,3150,160,24,330,11,1847,2054,1,33,3,9am
8761,3142,245,15,150,32,1514,2343,1,33,3,Noon
8762,2776,105,3,42,-2,1680,2411,5,17,3,3pm
8763,2784,264,23,182,45,1608,2312,5,13,3,9am
8764,2680,325,23,108,33,1992,2290,6,10,3,Noon
8765,2711,357,20,297,67,2107,2283,6,10,3,3pm
8766,3317,182,27,216,47,1165,984,1,22,1,9am
8767,3097,257,16,365,-10,2551,834,1,32,3,Noon
8768,3358,304,7,300,47,1489,1992,1,32,3,3pm
8769,3215,22,24,153,56,2250,1639,1,24,3,9am
8770,3193,188,14,450,39,3132,1060,1,32,3,Noon
8771,3128,165,24,272,-9,1782,2110,1,33,3,3pm
8772,3287,295,15,810,177,1243,2831,1,32,3,9am
8773,3317,320,11,930,207,1231,2924,1,32,3,Noon
8774,2981,63,12,626,100,1690,2922,2,33,3,3pm
8775,2715,317,15,190,64,2044,2252,6,10,3,9am
8776,2733,336,22,361,91,2040,2257,6,10,3,Noon
8777,2751,342,13,376,56,1872,2279,6,10,3,3pm
8778,3290,212,12,350,64,1663,607,1,31,3,9am
8779,3178,100,18,481,24,3037,1128,2,32,3,Noon
8780,3067,61,13,569,-7,1463,2969,2,33,3,3pm
8781,2717,323,17,201,68,2001,2223,6,10,3,9am
8782,2733,344,19,339,84,2087,2223,6,10,3,Noon
8783,3356,202,24,469,150,787,853,1,22,1,3pm
8784,3381,0,4,450,50,1530,2268,1,32,3,9am
8785,3377,90,4,553,38,1530,2411,7,32,3,Noon
8786,2775,33,18,67,19,1591,2460,2,10,3,3pm
8787,2736,165,12,67,-2,1535,2407,5,17,3,9am
8788,2713,314,19,201,66,1940,2197,6,10,3,Noon
8789,2753,329,17,404,107,2021,2197,6,10,3,3pm
8790,2765,324,13,446,123,1964,2203,6,10,3,9am
8791,2762,38,5,379,67,1879,2215,6,10,3,Noon
8792,3377,97,4,573,38,1560,2420,7,32,3,3pm
8793,3150,242,18,270,40,1348,2512,1,33,3,9am
8794,2709,295,19,218,58,1898,2170,6,10,3,Noon
8795,3126,235,10,201,-12,2483,636,1,32,3,3pm
8796,3230,328,15,636,39,1855,421,1,23,3,9am
8797,3267,332,11,379,39,1741,782,1,31,3,Noon
8798,3335,301,10,268,36,1679,1758,1,32,3,3pm
8799,2840,6,13,342,56,1583,2724,2,33,3,9am
8800,2727,301,22,256,76,1894,2138,6,10,3,Noon
8801,2735,318,18,268,84,1913,2135,6,10,3,3pm
8802,2740,322,18,283,93,1933,2133,6,10,3,9am
8803,2764,335,9,446,117,2003,2138,6,10,3,Noon
8804,3190,354,14,323,53,2205,631,1,32,3,3pm
8805,3242,326,11,564,28,1826,525,1,22,3,9am
8806,3379,75,5,595,45,1620,2410,7,32,3,Noon
8807,3092,147,21,335,76,1800,2175,1,33,3,3pm
8808,3160,270,18,331,50,1266,2597,1,33,3,9am
8809,2716,22,15,240,59,1723,2142,2,10,3,Noon
8810,2742,315,18,295,91,1891,2105,6,10,3,3pm
8811,2758,342,14,335,112,1952,2101,6,10,3,9am
8812,2902,12,22,127,23,2576,1165,2,33,3,Noon
8813,3097,7,10,418,-28,2673,684,1,23,3,3pm
8814,3382,58,4,600,53,1650,2391,7,38,3,9am
8815,3166,49,23,150,45,2696,1448,1,24,3,Noon
8816,3144,81,7,331,69,1224,2884,2,33,3,3pm
8817,2698,347,9,30,1,1419,2335,5,17,3,9am
8818,2697,310,15,108,3,1517,2212,5,17,3,Noon
8819,2727,305,19,134,48,1571,2173,5,10,3,3pm
8820,2739,333,6,170,55,1600,2155,5,10,3,9am
8821,2941,258,10,42,8,2962,1180,1,23,3,Noon
8822,3385,57,5,607,59,1680,2374,7,38,3,3pm
8823,3017,153,15,170,2,2553,1533,2,33,3,9am
8824,2912,45,17,514,93,1421,2737,2,33,3,Noon
8825,2760,309,16,362,103,1867,2044,6,10,3,3pm
8826,3408,55,8,492,76,1712,2218,7,38,3,9am
8827,2775,84,18,30,3,2033,1489,2,13,3,Noon
8828,3376,274,12,295,61,1777,1986,1,32,3,3pm
8829,3392,74,8,573,43,1740,2368,7,38,3,9am
8830,3038,244,17,0,0,1468,2434,1,22,3,Noon
8831,3132,60,10,424,57,1195,2770,2,33,3,3pm
8832,2735,294,16,212,41,1477,2097,5,11,3,9am
8833,2743,338,4,228,53,1507,2078,5,11,3,Noon
8834,2743,10,4,242,61,1523,2069,5,11,3,3pm
8835,3305,259,6,60,4,1889,1739,1,38,3,9am
8836,3039,179,10,90,-5,3486,1239,1,23,3,Noon
8837,3083,146,27,301,110,2827,1422,2,33,3,3pm
8838,3096,62,9,696,21,1321,2672,2,33,3,9am
8839,2721,27,8,30,6,1289,2259,5,11,3,Noon
8840,2962,33,23,247,56,2647,1307,2,33,3,3pm
8841,3084,239,11,446,55,2951,767,1,32,3,9am
8842,3320,5,10,418,47,1978,1316,1,31,3,Noon
8843,3394,255,13,319,72,1820,2093,1,32,3,3pm
8844,3400,98,7,488,51,1800,2336,7,32,3,9am
8845,3396,94,7,509,47,1800,2364,7,32,3,Noon
8846,3081,191,24,190,61,3017,1366,2,33,3,3pm
8847,2725,8,7,0,0,1259,2233,5,17,3,9am
8848,2706,326,5,240,13,1356,2096,5,17,3,Noon
8849,2733,289,15,268,32,1410,2051,5,11,3,3pm
8850,2740,287,12,272,40,1425,2040,5,11,3,9am
8851,3325,270,16,67,17,1917,1848,1,32,3,Noon
8852,3096,51,12,95,11,3247,1348,1,23,3,3pm
8853,2727,31,7,0,0,1213,2255,5,17,3,9am
8854,2742,287,11,301,41,1399,2012,5,11,3,Noon
8855,2751,324,4,323,57,1448,1983,5,11,3,3pm
8856,3289,353,12,725,61,2037,793,1,32,3,9am
8857,3301,34,7,42,1,2006,1716,1,38,3,Noon
8858,2976,35,17,713,157,1231,2542,2,33,3,3pm
8859,2738,288,12,323,40,1358,1994,5,11,3,9am
8860,2749,285,5,342,49,1406,1964,5,11,3,Noon
8861,2756,330,4,426,77,1513,1914,3,11,3,3pm
8862,2760,346,8,481,80,1572,1895,3,11,3,9am
8863,2990,319,14,0,0,3315,1208,1,23,3,Noon
8864,3020,259,8,134,10,3234,1006,1,32,3,9am
8865,3174,292,15,391,27,2581,300,1,23,3,Noon
8866,3227,252,9,716,90,2297,644,1,23,3,3pm
8867,3368,6,9,631,140,2042,1176,1,31,3,9am
8868,3020,206,27,258,118,1974,2060,2,23,3,Noon
8869,2739,340,6,0,0,1146,2239,5,17,3,3pm
8870,3043,228,13,234,25,3164,882,1,32,3,9am
8871,3393,162,3,424,44,1920,2415,7,32,3,Noon
8872,2742,9,7,30,3,1120,2197,5,17,3,3pm
8873,2724,355,8,242,14,1222,2012,5,17,3,9am
8874,2958,127,21,150,53,1513,1803,2,13,3,Noon
8875,3065,292,11,323,36,3097,759,1,32,3,3pm
8876,2728,340,9,258,13,1194,1986,5,11,3,9am
8877,2731,343,10,283,21,1207,1972,5,11,3,Noon
8878,3001,311,18,120,11,3199,1277,1,33,3,3pm
8879,3358,4,12,537,82,2147,1374,1,32,3,9am
8880,2992,21,15,815,217,1120,2436,2,11,3,Noon
8881,2746,23,7,0,0,1052,2202,5,17,3,3pm
8882,3331,319,16,854,103,2181,939,1,32,3,9am
8883,3378,234,8,212,29,2018,2274,1,32,3,Noon
8884,3030,42,13,120,12,3283,1500,1,23,3,3pm
8885,2921,198,19,90,8,2125,1998,2,33,3,9am
8886,3037,67,9,953,218,1090,2371,2,32,3,Noon
8887,2998,4,16,180,53,3075,1478,1,33,3,3pm
8888,2879,24,11,67,2,1922,1932,2,23,3,9am
8889,3007,13,22,277,62,2964,1560,1,33,3,Noon
8890,3364,337,11,845,136,2222,1099,1,32,3,3pm
8891,3102,35,25,182,64,3448,1535,1,31,3,9am
8892,2843,116,16,446,72,1050,2691,2,11,3,Noon
8893,3203,303,10,626,56,2676,175,1,23,3,3pm
8894,3248,330,10,618,-26,2576,371,1,32,3,9am
8895,3270,288,9,547,-4,2490,577,1,32,3,Noon
8896,3342,338,19,743,54,2284,987,1,32,3,3pm
8897,2754,33,5,30,1,932,2228,5,17,3,9am
8898,3151,295,10,600,100,2934,277,1,32,3,Noon
8899,2885,67,18,190,106,2097,1924,2,33,3,3pm
8900,3389,286,6,247,40,2160,2480,7,38,3,9am
8901,3397,288,9,306,48,2160,2531,7,38,3,Noon
8902,3075,47,29,270,56,3314,1638,1,31,3,3pm
8903,2758,13,3,0,0,875,2206,5,17,3,9am
8904,3036,298,5,391,91,2874,1680,1,32,3,Noon
8905,3194,285,11,685,138,2879,90,1,32,3,3pm
8906,3199,297,8,671,-47,2846,30,1,32,3,9am
8907,3311,310,8,450,36,2497,810,1,32,3,Noon
8908,3158,7,14,342,104,3666,1654,1,31,3,3pm
8909,2888,189,6,0,0,1900,2252,2,16,3,9am
8910,2970,229,21,95,10,1359,2666,1,22,3,Noon
8911,2760,45,4,30,1,871,2295,5,17,3,3pm
8912,2759,4,4,0,0,859,2250,5,17,3,9am
8913,2759,350,4,0,0,853,2228,5,17,3,Noon
8914,2961,106,24,124,35,1621,1487,2,13,3,9am
8915,2843,75,33,124,59,2247,1945,2,13,3,Noon
8916,2974,7,28,242,69,1956,1832,2,33,3,9am
8917,3030,347,13,361,20,2886,1353,1,32,3,Noon
8918,3260,233,5,417,-14,2702,457,1,23,3,9am
8919,3383,311,10,150,21,2283,2473,7,38,3,Noon
8920,3256,52,6,256,78,883,1698,1,23,1,3pm
8921,2958,109,9,85,11,1361,1020,2,32,3,9am
8922,2924,85,10,95,-1,1725,1518,2,23,3,Noon
8923,3384,303,13,108,22,2315,2466,7,38,3,3pm
8924,3406,315,7,256,33,2310,2613,7,38,3,9am
8925,2974,15,7,67,3,2520,1986,1,22,3,Noon
8926,2955,25,15,210,34,2224,2131,1,22,3,3pm
8927,3044,11,13,400,28,2820,1388,1,32,3,9am
8928,3404,311,9,190,31,2340,2581,7,38,3,Noon
8929,3144,93,25,430,130,3290,1816,1,33,3,3pm
8930,3370,287,17,30,8,2379,2455,7,38,3,9am
8931,2892,75,7,95,9,1889,2371,1,22,3,Noon
8932,2946,326,17,180,20,1813,1489,2,23,3,3pm
8933,2789,62,10,30,4,2505,1758,2,13,3,9am
8934,3313,283,11,240,38,2707,752,1,22,3,Noon
8935,3380,243,10,361,88,2627,1082,1,32,3,3pm
8936,3373,287,16,0,0,2409,2474,7,38,3,9am
8937,2872,178,5,42,-3,1412,2716,2,13,3,Noon
8938,2968,206,28,120,17,1549,1045,2,13,3,3pm
8939,3251,245,10,256,-23,2820,481,1,22,3,9am
8940,3261,281,14,757,190,3375,2012,1,31,3,Noon
8941,3258,70,5,270,3,853,1826,1,23,1,3pm
8942,3059,64,28,384,134,2079,1744,2,33,3,9am
8943,3028,25,19,430,106,2122,1798,2,33,3,Noon
8944,3061,315,20,570,264,2605,1535,1,33,3,3pm
8945,3379,301,15,30,3,2469,2512,7,38,3,9am
8946,3270,129,9,268,15,997,1897,1,23,1,Noon
8947,3389,305,14,67,13,2496,2554,7,38,3,3pm
8948,3191,104,22,474,174,3456,1951,1,33,3,9am
8949,2955,161,15,376,24,1745,1176,2,13,3,Noon
8950,3389,323,12,90,13,2529,2551,7,38,3,3pm
8951,3282,56,15,624,243,3754,1994,1,32,3,9am
8952,3010,301,30,335,84,1987,1489,2,33,3,Noon
8953,3415,310,12,170,39,2552,2662,7,38,3,3pm
8954,3241,105,22,497,212,3602,2042,1,32,3,9am
8955,3279,80,4,216,11,1170,2072,1,38,1,Noon
8956,3260,30,8,120,5,810,1965,1,23,1,3pm
8957,2944,135,3,430,13,1868,1199,2,23,3,9am
8958,3233,198,12,162,-13,3053,335,1,23,3,Noon
8959,3225,96,14,95,9,541,1956,1,22,1,3pm
8960,3221,191,15,150,-1,3092,324,1,32,3,9am
8961,3230,114,14,85,14,573,1988,1,22,1,Noon
8962,3401,161,15,361,45,2881,1801,1,32,3,3pm
8963,2941,104,14,212,73,2222,1739,2,31,3,9am
8964,3080,30,18,594,99,2191,2522,1,24,3,Noon
8965,2944,41,25,258,75,1651,2808,1,24,3,3pm
8966,2826,320,17,67,26,2190,1448,1,33,3,9am
8967,2899,26,22,108,40,1383,3000,1,24,3,Noon
8968,3188,61,10,134,-8,342,2133,1,22,1,3pm
8969,2938,26,13,285,7,1989,966,1,23,3,9am
8970,3105,38,22,616,117,2223,2563,1,24,3,Noon
8971,3023,79,21,404,156,1804,2771,1,33,3,3pm
8972,2830,286,20,67,26,2130,1416,2,13,3,9am
8973,3066,8,13,30,29,2486,926,1,23,3,Noon
8974,2885,328,21,256,85,2105,1276,1,33,3,3pm
8975,2912,305,15,382,114,2121,1209,1,33,3,9am
8976,3290,225,7,212,33,3187,808,1,23,3,Noon
8977,3369,141,13,175,13,3035,1991,1,32,3,9am
8978,3037,117,19,67,12,3245,2356,2,23,3,Noon
8979,2993,39,20,361,134,1690,2888,1,24,3,9am
8980,3197,33,11,218,-10,404,2223,1,22,1,Noon
8981,3085,307,23,268,74,2768,2467,1,24,3,9am
8982,3076,332,14,120,39,2446,865,1,23,3,Noon
8983,3214,38,9,247,-13,509,2280,1,22,1,3pm
8984,2946,14,19,150,87,1201,3274,1,24,3,9am
8985,3283,10,10,150,4,1120,2402,1,38,1,Noon
8986,2898,291,34,180,94,1982,1207,2,13,3,3pm
8987,3148,292,16,60,20,2779,541,1,24,3,9am
8988,3306,203,21,350,57,3238,1101,2,32,3,Noon
8989,3315,180,19,323,66,3225,1154,2,32,3,3pm
8990,3158,140,4,297,121,2242,1101,1,32,3,9am
8991,3041,123,10,0,0,3376,2495,1,23,3,Noon
8992,3028,70,5,42,0,3167,2516,1,23,3,3pm
8993,3251,75,30,371,214,3827,2538,1,33,3,9am
8994,2974,322,11,360,53,1723,589,2,31,3,Noon
8995,3089,241,21,743,279,2014,842,2,13,3,3pm
8996,3103,315,27,201,82,2915,2678,1,33,3,9am
8997,3078,313,23,134,50,3038,2689,1,24,3,Noon
8998,2890,34,14,0,0,1770,1381,2,31,3,3pm
8999,3343,28,11,120,8,3365,2145,1,38,3,9am
9000,3213,333,26,418,192,2718,2779,1,33,3,Noon
9001,3008,355,14,330,149,1034,3471,1,24,3,3pm
9002,3128,61,5,150,12,390,2207,1,23,1,9am
9003,2937,78,10,124,17,1756,1530,1,31,3,Noon
9004,3215,261,10,390,52,2800,847,1,24,3,3pm
9005,3212,111,30,301,175,3789,2711,1,33,3,9am
9006,3017,14,15,570,96,1482,424,1,31,3,Noon
9007,2915,357,12,60,0,1680,1358,2,32,3,3pm
9008,3326,294,10,124,21,3450,1932,1,32,3,9am
9009,3048,0,8,42,-5,3384,2766,1,23,3,Noon
9010,3118,148,14,60,2,480,2147,1,23,1,3pm
9011,2894,73,22,127,-2,1650,1240,2,33,3,9am
9012,2859,248,17,212,52,1660,892,2,13,3,Noon
9013,3193,211,11,379,52,2588,878,2,24,3,3pm
9014,3205,184,15,270,42,2848,994,2,32,3,9am
9015,3053,14,8,60,0,3419,2794,1,23,3,Noon
9016,3118,122,14,30,2,510,2138,1,23,1,3pm
9017,3122,145,13,134,14,430,1900,1,22,1,9am
9018,3081,2,16,424,222,824,3109,2,24,3,Noon
9019,3138,178,14,531,47,2115,947,2,32,3,3pm
9020,3403,130,29,285,174,3762,3128,7,39,3,9am
9021,3363,163,25,270,134,3838,3070,7,39,3,Noon
9022,2989,63,20,170,13,1601,1421,1,33,3,3pm
9023,2875,66,27,153,68,1561,1142,2,33,3,9am
9024,3078,274,21,516,267,1744,570,2,13,3,Noon
9025,3132,169,15,600,95,1947,942,2,32,3,3pm
9026,3434,145,16,382,196,3690,3247,7,39,3,9am
9027,3400,124,5,228,51,1616,2932,7,40,1,Noon
9028,3107,176,7,30,-4,600,2014,1,23,1,3pm
9029,3030,39,16,234,46,1604,1307,1,32,3,9am
9030,3173,213,17,270,50,2482,994,2,32,3,Noon
9031,3220,271,13,42,6,3178,1400,1,23,3,3pm
9032,3432,135,17,384,194,3703,3288,7,39,3,9am
9033,3067,342,7,0,0,3472,2912,1,23,3,Noon
9034,3181,42,12,811,54,2400,3122,1,31,3,3pm
9035,3087,187,10,323,18,999,3217,1,31,3,9am
9036,3092,194,4,365,24,830,3020,2,31,3,Noon
9037,3394,182,8,295,50,1556,2932,7,38,1,3pm
9038,3391,147,10,323,48,1507,2914,7,38,1,9am
9039,3387,161,9,330,75,1458,2897,7,38,1,Noon
9040,3381,169,7,330,69,1387,2874,7,38,1,3pm
9041,3369,228,6,376,53,3640,2163,7,38,3,9am
9042,3395,252,6,474,54,3635,2305,7,40,3,Noon
9043,3426,128,16,366,188,3730,3314,7,39,3,3pm
9044,3214,296,29,376,177,3013,3000,1,33,3,9am
9045,3173,35,11,732,46,2325,3181,1,31,3,Noon
9046,3425,120,9,153,46,1879,3089,7,40,1,3pm
9047,3386,153,12,301,74,1524,2942,7,38,1,9am
9048,3100,171,6,60,-3,598,1798,1,23,1,Noon
9049,2984,234,34,342,167,1599,503,2,13,3,3pm
9050,3109,143,7,594,61,1892,912,2,32,3,9am
9051,3118,213,13,295,27,2155,812,2,32,3,Noon
9052,3329,254,8,331,13,3660,1959,1,32,3,3pm
9053,3394,252,7,503,59,3664,2282,7,40,3,9am
9054,3457,111,21,430,219,3719,3383,7,39,3,Noon
9055,3367,152,39,212,138,3838,3262,7,33,3,3pm
9056,3242,100,4,552,213,2848,3059,1,31,3,9am
9057,3101,145,4,0,0,677,1889,1,23,1,Noon
9058,3075,355,10,361,61,1624,1063,2,32,3,3pm
9059,3129,163,10,750,92,1756,703,2,32,3,9am
9060,3331,260,10,295,15,3690,1945,1,32,3,Noon
9061,3440,105,26,390,202,3759,3395,7,39,3,3pm
9062,3376,130,34,234,138,3837,3315,7,33,3,9am
9063,3268,168,40,120,39,3952,3220,7,33,3,Noon
9064,3220,81,6,722,196,2656,3136,1,31,3,3pm
9065,3128,14,11,371,37,1590,3490,1,31,3,9am
9066,3390,150,23,247,14,1806,3097,7,40,1,Noon
9067,3383,151,23,256,10,1781,3087,7,40,1,9am
9068,3078,346,9,384,61,1626,1015,2,32,3,Noon
9069,3007,111,20,108,19,1471,1390,1,33,3,9am
9070,3004,353,21,150,55,1410,1243,2,32,3,Noon
9071,3168,182,5,30,-2,2790,1242,1,23,3,3pm
9072,3236,265,11,190,28,3182,1549,1,23,3,9am
9073,3374,229,9,384,52,3740,2160,7,38,3,Noon
9074,3458,109,17,437,220,3762,3450,7,39,3,3pm
9075,3414,117,15,323,176,3811,3394,7,39,3,9am
9076,3240,178,31,90,22,4039,3207,7,33,3,Noon
9077,3239,173,29,90,27,4055,3197,7,33,3,3pm
9078,3103,61,5,85,2,750,1873,1,23,1,9am
9079,3080,291,12,607,63,1549,778,2,31,3,Noon
9080,2993,49,29,242,53,1380,1148,2,32,3,3pm
9081,3188,288,9,60,9,2896,1348,1,23,3,9am
9082,3328,252,8,242,12,3661,1892,1,32,3,Noon
9083,3349,210,10,242,33,3756,2030,7,38,3,3pm
9084,3433,99,26,371,195,3814,3448,7,39,3,9am
9085,3418,101,20,342,180,3826,3435,7,39,3,Noon
9086,3328,117,39,175,90,3904,3357,7,33,3,3pm
9087,3378,147,17,285,-3,1889,3175,7,40,1,9am
9088,3250,152,19,300,-5,1124,2754,1,22,1,Noon
9089,2989,141,12,277,53,272,1500,1,23,1,3pm
9090,3369,243,10,350,47,3800,2113,7,38,3,9am
9091,3388,243,11,485,66,3771,2210,7,40,3,Noon
9092,3410,98,16,306,172,3866,3448,7,39,3,3pm
9093,3220,127,7,30,-2,4045,3294,7,33,3,9am
9094,3161,111,21,90,4,4097,3127,1,22,3,Noon
9095,3112,353,16,85,12,3602,3090,1,24,3,3pm
9096,3386,103,28,242,148,3918,3449,7,33,3,9am
9097,3263,126,25,67,25,3999,3376,7,33,3,Noon
9098,3223,93,10,0,0,4056,3332,7,22,3,3pm
9099,3054,211,23,484,238,1511,323,2,13,3,9am
9100,3335,185,15,120,19,3720,1889,7,38,3,Noon
9101,3371,277,6,351,49,3862,2086,7,38,3,3pm
9102,3382,103,29,240,144,3946,3476,7,33,3,9am
9103,3205,157,5,30,-4,4142,3320,7,22,3,Noon
9104,3201,156,9,30,-6,4188,3293,7,22,3,3pm
9105,3101,67,6,170,1,824,1657,1,23,1,9am
9106,3338,253,9,150,16,3798,1932,7,38,3,Noon
9107,3404,108,21,301,166,3948,3529,7,39,3,3pm
9108,3209,47,15,60,-13,4138,3368,7,22,3,9am
9109,3137,81,10,0,0,4060,3208,1,22,3,Noon
9110,3063,90,2,297,-37,658,1517,1,23,1,3pm
9111,3369,281,6,306,47,3919,2021,7,38,3,9am
9112,3325,101,38,190,87,4025,3506,7,33,3,Noon
9113,3248,22,10,742,84,2785,3326,1,31,3,3pm
9114,3463,113,24,395,70,2223,3435,7,40,1,9am
9115,3353,73,7,190,31,1902,3283,7,38,1,Noon
9116,3137,340,5,30,4,947,1974,1,22,1,3pm
9117,3102,280,5,0,0,2079,591,1,23,3,9am
